tweet,sentiment
"In work early, frustrating myself with my own work before I get frustrated with other work. Not much time for design today",0
"sorry to hear that  It`s going okay, just tweeting away",0
I like to support my friends  It`s sad that I`m your only friend though,0
its gonna be a great week! dallas next weekend!!!,1
im cold  i still cant find my hoodie,0
Home from Disney...best time in a long time...howl at the moon tonight for GBA and then BHB Tuesday  oh drummer boy  niiight,1
Wish I was in ATL!!,1
: more interested in watching SNL for Ciara than Justin Timberfake,1
I just told the people that matters the most to me to just leave me alone... I **** up again.,0
"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",1
saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,0
Needs a job BADLY!!!,0
I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3,0
I don`t know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,1
i hate my presentation  hahah whatever im glad its over,1
getting my hair cut todayyyy! i`m nerrrvous,0
Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,1
perfect song!,1
want to hear something funny? I`m yours is on the radio right now!,1
"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",0
im bored.. RC is goin maintenance,0
OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,1
"Oh and PS. Since it is already 12:30, I should probably say 'Happy Mother`s Day' to my Mom and all the mothers out there!",1
"Thank you, I will have a look",1
http://twitpic.com/3bnas - oh my god! you`re adorable! ilove you so much  you are my inspiration Nick!,1
"Why yes, we did see  tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure",1
gawd. People still remember the preggers comment. Hate you!,0
I`m tired. I think I`m becoming too old to go out.,0
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,0
"You wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world  You`s are too amazing  x",1
yeah I can imagine!  Not nice   How much longer is your shift?,0
Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I`m even more distraught I missed it,0
Always welcome sweetie! *HUGS*,1
"Ooooh, boo!  We only see each other at the bar (at `s well) or miss each other! I`ll make a pt of stopping by! ;)",0
oh cool i can`t wait!! yours are awesome!!!,1
good luck going to sleep. i`m up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?,1
thank you.,1
thanks will try to behave,1
http://twitpic.com/4jcf1 - Looks great!  Love the way they did the bottom.,1
I`m so pissed off today n sadly.. Can`t even share the reason here,0
"Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",1
Zzzz... I`m taking my mom out for breakfast tomorrow!  Shall be quite a treat.,1
Oh wow they are really good  I think Im going to use one of them lol.,1
i m totally confused and bored.. my life must change!!,0
Rode a jeep home with my mentor. Heard his story being in UP FineArts. Pretty cool.,1
goodnight everyone.,1
I`m sorry.,0
i loooooove bank holidays,1
IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,0
sad   Miss my friends !,0
"I`m very upset right now, like I can`t even formulate a complete thought....",0
"right im off for a shower my little treasures, ill see you later on",1
"U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",1
"Good Morning! Happy Monday, Everyone",1
My breath is weezy.  No more going to knotts when you`ve been sick all week.,0
Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!,1
sorry to hear that,0
glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,1
"nah, he was acting like a **** - his show sucked last night",0
"I`ve heard of disgruntled investors, but calling you a 'hoe'? That seems totally out of line",0
"Thanks, I love it",1
Thats awesome!!  Good idea!!,1
"thanks clair, I haven`t watched it yet.",1
Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,1
"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!",0
Just got home from work and tired,0
crying to A Walk To Remember as usual,0
good morning guys!  experimental chemistry test this morning :s wish me luck!,1
school..  i wish it would just end already!,1
I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.,0
Really big spider on the floor two metres away from me  am actually a little scared.,0
"The sun is shining brightly and the day has just begun! What`s in store? Wandering around les calanques maybe? Vin, definitely!",1
?Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? Happy Birthday to u? And many more!,1
You win ... SIGH Rakeem,1
"michael scofiled Noooooo !!  I hate the writer, director n production",0
Crossing the bridge....leaving ocean city  I`m sad.,0
Twitter`s being mean w/ the pics lately! Stole mine for an entire day!,0
are you having any problems sending images from Twitterberry  mine just doesn`t want to work ! ****,0
Well done! Happy for ya.,1
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,1
That`s very funny.  Cute kids.,1
I hate snood. lol. sorrry  i dont know how people play it!,0
I`m bored at work,0
i would slip and fall... on the dirty school bathroom floor. fml.,0
Cleaned. Laundry. Nails painted. Productive saturday night,1
"come home, then. Not so boring here.",0
Why are we busy ugh I have the largest headache,0
i hate being sick. i miss   and,0
"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!",1
guns and roses baby! yay!  was hopin you would blip.fm it,1
Freakin` frustrated why can`t my coach realize that times are hard ain`t nobody got the money to buy cookie dough for no new uniforms,0
_tastic Awww that is sweet,1
"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though",1
"Poor Greg  stupid UK, always doing the sympathy vote. xo",0
"Welcome to Twitter  It`s really cool that you are here! Greetings from Vienna,Austria",1
"'You guys could have fun in a cardboard box'.. I miss you already, bro.",0
"friday here at last, not much fun when your skint though",0
toooo much outside killen my eyes,0
Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,1
besides I haven`t had strep for like 10 years because of that reason. I`m more tired than anything else,0
God is so good!!,1
"Oh, wow, you`re fast   How`s life going ? It`s been 6 months ya ? XD",1
he`s outta the ofc til Monday ::GRAND:: kinda bummed me out but b/c I was genuinely sick there`s nuthin I can do about it  -->,0
thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,0
Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,1
night night dollies  you are al so amazing,1
Aaaaaaaa!! I hate **** winshit!!,0
"I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",1
thank u sweetie! Can`t wait to set sail with u next week,1
My cucumber has gone limp,0
Good choice,1
Thanks!!!!  Happy Mother`s day to you too!!,1
OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,0
. Too bad they never made it over here during the last ten years,0
Hate to break every1`s heart but confirmation jus came in that Austin & Sophia do NOT & never had a twitter  another sad day!!,0
I miss the old healthy me and I am loosing faith that I ever will be again,0
I wish I could go to #BEA this weekend.,1
if ur as awesome as i think u are u would sooo write me back  a lil something   <--- crossing fingers,1
I don`t wanna be a **** when I go to Europe. Need to eat right but it`s so difficult,0
**** that is awful... could not believe it at first... so sad,0
"he should be an honourary fluffette, such lovely hair (what`s left  )",1
_cass my throat hurts today.  blahhh.,0
Thanks for trying! Done just that and no good  If I can`t fathom it I`ll take it to Apple Store. Sigh...,1
Best show of my life. Guess I`m going to sc this week,1
_Hall Is that why you aint answer my call? Thought we were homies!?,0
OMG. Today felt like the last day of school! it`s horrible!,0
It smells badly of garlic,0
lol very much appreciated!!!  so excited!!!,1
"nope, up tomorrow  I`m tired need bed",0
not a lot!! im bored! My names Crissy BTW lol How u doinnnn???,0
Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,1
I chopped a fringe in last night got tired of having it hang in my eyes. Made a mess,0
"1 surprise party today, 2 parties tomorrow.  FunFunFun! But, need to finish bug project. O_O",1
bahaha loving   twitter to me last night. DRUNK.  lol,1
staying home because I`m badass.,1
"thanks amy, its full of hotness",1
why you never answer me...,0
_d he`s a lucky baby. He has a wonderful family  do u know when u could take him at home?,1
i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,0
death cab for cutie and slouchy barets  its a good way to start the day.,1
have you read Angels & Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.,1
Why I gotta be all that?... I sad now,0
Why no sn... o. yeah... Sad day.....,0
I wish I could get my nails done  stupid job,0
congratulations!,1
My teratoma has a cavity and is experiencing male-pattern baldness,0
I got me a little too much sun today,0
_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,1
I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this http://bit.ly/qLwbe,1
